PIXEL,LATITUDE,LONGITUDE
926,41.18558506,-74.18416072
927,41.18271013,-74.17226273
928,41.17983391,-74.16036583
929,41.17695642,-74.14847001
930,41.17407765,-74.13657528
931,41.1711976,-74.12468164
932,41.16831627,-74.11278908
933,41.16543367,-74.10089761
934,41.16254979,-74.08900723
935,41.15966463,-74.07711794
936,41.1567782,-74.06522973
937,41.15389049,-74.05334262
938,41.15100151,-74.04145659
939,41.14811125,-74.02957165
940,41.14521971,-74.01768781
941,41.1423269,-74.00580505
942,41.13943281,-73.99392338
943,41.13653744,-73.98204281
944,41.13364081,-73.97016332
945,41.13074289,-73.95828493
946,41.12784371,-73.94640763
947,41.12494324,-73.93453142
948,41.12204151,-73.9226563
949,41.1191385,-73.91078227
950,41.11623421,-73.89890934
951,41.11332865,-73.88703751
952,41.11042182,-73.87516676
953,41.10751372,-73.86329711
954,41.24804325,-74.48572829
955,41.24520074,-74.4738048
956,41.24235695,-74.46188239
957,41.23951188,-74.44996106
958,41.23666552,-74.4380408
959,41.23381789,-74.42612162
960,41.23096897,-74.41420352
961,41.22811877,-74.4022865
962,41.22526729,-74.39037055
963,41.22241453,-74.37845569
964,41.21956048,-74.3665419
965,41.21670516,-74.3546292
966,41.21384855,-74.34271757
967,41.21099067,-74.33080703
968,41.2081315,-74.31889757
969,41.20527106,-74.30698919
970,41.20240933,-74.29508188
971,41.19954632,-74.28317567
972,41.19668204,-74.27127053
973,41.19381647,-74.25936648
974,41.19094963,-74.24746351
975,41.18808151,-74.23556162
976,41.18521211,-74.22366082
977,41.18234143,-74.2117611
978,41.17946947,-74.19986246
979,41.17659623,-74.18796491
980,41.17372172,-74.17606845
981,41.17084592,-74.16417307
982,41.16796885,-74.15227877
983,41.16509051,-74.14038556
984,41.16221088,-74.12849344
985,41.15932998,-74.11660241
986,41.1564478,-74.10471246
987,41.15356434,-74.0928236
988,41.15067961,-74.08093582
989,41.1477936,-74.06904914
990,41.14490632,-74.05716354
991,41.14201776,-74.04527903
992,41.13912792,-74.03339561
993,41.13623681,-74.02151328
994,41.13334442,-74.00963204
995,41.13045076,-73.99775189
996,41.12755582,-73.98587283
997,41.12465961,-73.97399486
998,41.12176212,-73.96211798
999,41.11886336,-73.9502422
1000,41.11596332,-73.9383675
1001,41.11306201,-73.9264939
1002,41.11015943,-73.91462139
1003,41.10725557,-73.90274997
1004,41.10435044,-73.89087964
1005,41.10144403,-73.87901041
1006,41.09853636,-73.86714227
1007,41.23904382,-74.48949318
1008,41.23620173,-74.47757122
1009,41.23335836,-74.46565035
1010,41.23051371,-74.45373054
1011,41.22766777,-74.44181182
1012,41.22482055,-74.42989417
1013,41.22197205,-74.4179776
1014,41.21912227,-74.40606211
1015,41.21627121,-74.3941477
1016,41.21341887,-74.38223437
1017,41.21056524,-74.37032211
1018,41.20771034,-74.35841094
1019,41.20485415,-74.34650084
1020,41.20199669,-74.33459182
1021,41.19913794,-74.32268389
1022,41.19627792,-74.31077704
1023,41.19341661,-74.29887126
1024,41.19055403,-74.28696657
1025,41.18769016,-74.27506296
1026,41.18482502,-74.26316044
1027,41.1819586,-74.25125899
1028,41.1790909,-74.23935863
1029,41.17622192,-74.22745935
1030,41.17335166,-74.21556116
1031,41.17048012,-74.20366404
1032,41.16760731,-74.19176802
1033,41.16473322,-74.17987307
1034,41.16185785,-74.16797922
1035,41.1589812,-74.15608645
1036,41.15610327,-74.14419476
1037,41.15322407,-74.13230416
1038,41.15034359,-74.12041464
1039,41.14746184,-74.10852621
1040,41.14457881,-74.09663887
1041,41.1416945,-74.08475262
1042,41.13880891,-74.07286745
1043,41.13592205,-74.06098337
1044,41.13303392,-74.04910038
1045,41.1301445,-74.03721848
1046,41.12725382,-74.02533767
1047,41.12436185,-74.01345795
1048,41.12146862,-74.00157931
1049,41.1185741,-73.98970177
1050,41.11567831,-73.97782531
1051,41.11278125,-73.96594995
1052,41.10988292,-73.95407568
1053,41.10698331,-73.9422025
1054,41.10408242,-73.93033041
1055,41.10118026,-73.91845941
1056,41.09827683,-73.9065895
1057,41.09537213,-73.89472069
1058,41.09246615,-73.88285297
1059,41.0895589,-73.87098634
1060,41.2300443,-74.49325699
1061,41.22720263,-74.48133657
1062,41.22435968,-74.46941722
1063,41.22151544,-74.45749895
1064,41.21866992,-74.44558176
1065,41.21582313,-74.43366565
1066,41.21297505,-74.42175061
1067,41.21012568,-74.40983665
1068,41.20727504,-74.39792377
1069,41.20442312,-74.38601196
1070,41.20156991,-74.37410124
1071,41.19871543,-74.36219159
1072,41.19585966,-74.35028303
1073,41.19300262,-74.33837554
1074,41.19014429,-74.32646913
1075,41.18728469,-74.31456381
1076,41.1844238,-74.30265956
1077,41.18156164,-74.2907564
1078,41.1786982,-74.27885431
1079,41.17583348,-74.26695331
1080,41.17296747,-74.25505339
1081,41.1701002,-74.24315456
1082,41.16723164,-74.2312568
1083,41.1643618,-74.21936013
1084,41.16149069,-74.20746454
1085,41.15861829,-74.19557004
1086,41.15574462,-74.18367662
1087,41.15286968,-74.17178428
1088,41.14999345,-74.15989303
1089,41.14711595,-74.14800287
1090,41.14423717,-74.13611379
1091,41.14135712,-74.12422579
1092,41.13847578,-74.11233888
1093,41.13559318,-74.10045306
1094,41.13270929,-74.08856833
1095,41.12982413,-74.07668468
1096,41.12693769,-74.06480212
1097,41.12404998,-74.05292065
1098,41.12116099,-74.04104026
1099,41.11827073,-74.02916097
1100,41.11537919,-74.01728276
1101,41.11248638,-74.00540564
1102,41.10959229,-73.99352961
1103,41.10669693,-73.98165467
1104,41.10380029,-73.96978082
1105,41.10090238,-73.95790807
1106,41.0980032,-73.9460364
1107,41.09510274,-73.93416582
1108,41.09220101,-73.92229634
1109,41.089298,-73.91042794
1110,41.08639373,-73.89856064
1111,41.08348817,-73.88669443
1112,41.08058135,-73.87482932
1113,41.22104469,-74.49701972
1114,41.21820344,-74.48510084
1115,41.2153609,-74.47318302
1116,41.21251709,-74.46126629
1117,41.20967199,-74.44935063
1118,41.20682561,-74.43743604
1119,41.20397795,-74.42552254
1120,41.20112901,-74.41361011
1121,41.19827878,-74.40169876
1122,41.19542728,-74.38978848
1123,41.19257449,-74.37787929
1124,41.18972043,-74.36597117
1125,41.18686508,-74.35406413
1126,41.18400846,-74.34215817
1127,41.18115055,-74.33025329
1128,41.17829137,-74.3183495
1129,41.17543091,-74.30644678
1130,41.17256916,-74.29454514
1131,41.16970614,-74.28264458
1132,41.16684184,-74.2707451
1133,41.16397626,-74.25884671
1134,41.1611094,-74.2469494
1135,41.15824127,-74.23505317
1136,41.15537185,-74.22315802
1137,41.15250116,-74.21126396
1138,41.14962919,-74.19937098
1139,41.14675594,-74.18747908
1140,41.14388142,-74.17558826
1141,41.14100561,-74.16369854
1142,41.13812854,-74.15180989
1143,41.13525018,-74.13992233
1144,41.13237055,-74.12803586
1145,41.12948964,-74.11615047
1146,41.12660745,-74.10426617
1147,41.12372399,-74.09238295
1148,41.12083926,-74.08050082
1149,41.11795324,-74.06861978
1150,41.11506596,-74.05673982
1151,41.11217739,-74.04486095
1152,41.10928755,-74.03298318
1153,41.10639644,-74.02110648
1154,41.10350405,-74.00923088
1155,41.10061039,-73.99735637
1156,41.09771545,-73.98548294
1157,41.09481924,-73.97361061
1158,41.09192176,-73.96173936
1159,41.089023,-73.94986921
1160,41.08612297,-73.93800015
1161,41.08322166,-73.92613217
1162,41.08031908,-73.91426529
1163,41.07741523,-73.9023995
1164,41.07451011,-73.8905348
1165,41.07160371,-73.8786712
1166,41.21204499,-74.50078138
1167,41.20920416,-74.48886403
1168,41.20636204,-74.47694775
1169,41.20351864,-74.46503254
1170,41.20067396,-74.45311842
1171,41.197828,-74.44120536
1172,41.19498076,-74.42929339
1173,41.19213224,-74.41738249
1174,41.18928243,-74.40547267
1175,41.18643135,-74.39356392
1176,41.18357898,-74.38165626
1177,41.18072534,-74.36974967
1178,41.17787041,-74.35784416
1179,41.17501421,-74.34593973
1180,41.17215672,-74.33403638
1181,41.16929796,-74.3221341
1182,41.16643792,-74.31023291
1183,41.16357659,-74.2983328
1184,41.16071399,-74.28643377
1185,41.15785011,-74.27453582
1186,41.15498495,-74.26263895
1187,41.15211852,-74.25074316
1188,41.1492508,-74.23884845
1189,41.14638181,-74.22695483
1190,41.14351154,-74.21506229
1191,41.14063999,-74.20317083
1192,41.13776717,-74.19128045
1193,41.13489306,-74.17939116
1194,41.13201769,-74.16750295
1195,41.12914103,-74.15561583
1196,41.1262631,-74.14372979
1197,41.12338389,-74.13184484
1198,41.1205034,-74.11996097
1199,41.11762164,-74.10807818
1200,41.1147386,-74.09619648
1201,41.11185429,-74.08431587
1202,41.1089687,-74.07243635
1203,41.10608184,-74.06055791
1204,41.1031937,-74.04868056
1205,41.10030429,-74.0368043
1206,41.0974136,-74.02492912
1207,41.09452163,-74.01305503
1208,41.0916284,-74.00118203
1209,41.08873388,-73.98931012
1210,41.0858381,-73.9774393
1211,41.08294104,-73.96556957
1212,41.08004271,-73.95370093
1213,41.0771431,-73.94183338
1214,41.07424222,-73.92996692
1215,41.07134007,-73.91810155
1216,41.06843664,-73.90623727
1217,41.06553195,-73.89437408
1218,41.06262597,-73.88251199
1219,41.20304521,-74.50454197
1220,41.20020479,-74.49262614
1221,41.19736309,-74.4807114
1222,41.19452011,-74.46879772
1223,41.19167585,-74.45688513
1224,41.18883031,-74.44497361
1225,41.18598348,-74.43306316
1226,41.18313538,-74.42115379
1227,41.18028599,-74.4092455
1228,41.17743533,-74.39733829
1229,41.17458338,-74.38543215
1230,41.17173016,-74.37352709
1231,41.16887565,-74.36162311
1232,41.16601987,-74.3497202
1233,41.1631628,-74.33781838
1234,41.16030446,-74.32591763
1235,41.15744484,-74.31401797
1236,41.15458393,-74.30211938
1237,41.15172175,-74.29022187
1238,41.14885829,-74.27832545
1239,41.14599356,-74.2664301
1240,41.14312754,-74.25453584
1241,41.14026025,-74.24264266
1242,41.13739168,-74.23075055
1243,41.13452183,-74.21885954
1244,41.1316507,-74.2069696
1245,41.1287783,-74.19508074
1246,41.12590462,-74.18319297
1247,41.12302967,-74.17130629
1248,41.12015343,-74.15942068
1249,41.11727592,-74.14753616
1250,41.11439714,-74.13565273
1251,41.11151707,-74.12377038
1252,41.10863574,-74.11188911
1253,41.10575312,-74.10000893
1254,41.10286923,-74.08812984
1255,41.09998407,-74.07625183
1256,41.09709763,-74.06437491
1257,41.09420991,-74.05249908
1258,41.09132093,-74.04062433
1259,41.08843066,-74.02875067
1260,41.08553912,-74.0168781
1261,41.08264631,-74.00500661
1262,41.07975222,-73.99313621
1263,41.07685686,-73.98126691
1264,41.07396023,-73.96939869
1265,41.07106232,-73.95753156
1266,41.06816314,-73.94566552
1267,41.06526269,-73.93380057
1268,41.06236096,-73.92193671
1269,41.05945796,-73.91007395
1270,41.05655369,-73.89821227
1271,41.05364815,-73.88635169
1272,41.19404533,-74.50830147
1273,41.19120533,-74.49638719
1274,41.18836405,-74.48447397
1275,41.18552149,-74.47256183
1276,41.18267764,-74.46065076
1277,41.17983252,-74.44874077
1278,41.17698611,-74.43683186
1279,41.17413843,-74.42492402
1280,41.17128946,-74.41301726
1281,41.16843922,-74.40111157
1282,41.16558769,-74.38920696
1283,41.16273488,-74.37730343
1284,41.1598808,-74.36540098
1285,41.15702543,-74.3534996
1286,41.15416879,-74.3415993
1287,41.15131087,-74.32970008
1288,41.14845166,-74.31780194
1289,41.14559118,-74.30590488
1290,41.14272942,-74.2940089
1291,41.13986639,-74.282114
1292,41.13700207,-74.27022018
1293,41.13413648,-74.25832744
1294,41.13126961,-74.24643578
1295,41.12840146,-74.2345452
1296,41.12553203,-74.2226557
1297,41.12266133,-74.21076729
1298,41.11978935,-74.19887995
1299,41.11691609,-74.1869937
1300,41.11404155,-74.17510854
1301,41.11116574,-74.16322445
1302,41.10828866,-74.15134145
1303,41.10541029,-74.13945954
1304,41.10253065,-74.12757871
1305,41.09964974,-74.11569896
1306,41.09676755,-74.1038203
1307,41.09388408,-74.09194272
1308,41.09099934,-74.08006623
1309,41.08811333,-74.06819082
1310,41.08522604,-74.0563165
1311,41.08233747,-74.04444327
1312,41.07944763,-74.03257113
1313,41.07655652,-74.02070007
1314,41.07366413,-74.0088301
1315,41.07077047,-73.99696122
1316,41.06787554,-73.98509342
1317,41.06497933,-73.97322672
1318,41.06208185,-73.9613611
1319,41.05918309,-73.94949657
1320,41.05628307,-73.93763314
1321,41.05338177,-73.92577079
1322,41.05047919,-73.91390953
1323,41.04757535,-73.90204937
1324,41.04467023,-73.89019029
1325,41.18504536,-74.51205991
1326,41.18220578,-74.50014715
1327,41.17936492,-74.48823547
1328,41.17652277,-74.47632486
1329,41.17367935,-74.46441533
1330,41.17083464,-74.45250687
1331,41.16798866,-74.44059948
1332,41.16514139,-74.42869317
1333,41.16229284,-74.41678794
1334,41.15944302,-74.40488378
1335,41.15659191,-74.3929807
1336,41.15373952,-74.3810787
1337,41.15088586,-74.36917777
1338,41.14803091,-74.35727792
1339,41.14517469,-74.34537915
1340,41.14231719,-74.33348145
1341,41.1394584,-74.32158484
1342,41.13659834,-74.3096893
1343,41.13373701,-74.29779485
1344,41.13087439,-74.28590147
1345,41.12801049,-74.27400917
1346,41.12514532,-74.26211795
1347,41.12227887,-74.25022782
1348,41.11941114,-74.23833876
1349,41.11654214,-74.22645078
1350,41.11367186,-74.21456389
1351,41.1108003,-74.20267808
1352,41.10792746,-74.19079335
1353,41.10505335,-74.1789097
1354,41.10217796,-74.16702714
1355,41.0993013,-74.15514566
1356,41.09642336,-74.14326526
1357,41.09354415,-74.13138595
1358,41.09066365,-74.11950772
1359,41.08778189,-74.10763057
1360,41.08489885,-74.09575451
1361,41.08201453,-74.08387954
1362,41.07912894,-74.07200565
1363,41.07624207,-74.06013285
1364,41.07335393,-74.04826113
1365,41.07046452,-74.0363905
1366,41.06757383,-74.02452096
1367,41.06468187,-74.0126525
1368,41.06178863,-74.00078513
1369,41.05889412,-73.98891885
1370,41.05599834,-73.97705366
1371,41.05310128,-73.96518955
1372,41.05020295,-73.95332654
1373,41.04730335,-73.94146461
1374,41.04440248,-73.92960377
1375,41.04150033,-73.91774403
1376,41.03859691,-73.90588537
1377,41.03569222,-73.8940278
1378,41.1760453,-74.51581727
1379,41.17320614,-74.50390605
1380,41.1703657,-74.4919959
1381,41.16752397,-74.48008682
1382,41.16468096,-74.46817881
1383,41.16183668,-74.45627188
1384,41.15899111,-74.44436603
1385,41.15614426,-74.43246125
1386,41.15329613,-74.42055754
1387,41.15044673,-74.40865491
1388,41.14759604,-74.39675336
1389,41.14474407,-74.38485288
1390,41.14189083,-74.37295348
1391,41.1390363,-74.36105516
1392,41.1361805,-74.34915791
1393,41.13332342,-74.33726175
1394,41.13046505,-74.32536666
1395,41.12760541,-74.31347264
1396,41.1247445,-74.30157971
1397,41.1218823,-74.28968786
1398,41.11901883,-74.27779708
1399,41.11615408,-74.26590739
1400,41.11328805,-74.25401877
1401,41.11042074,-74.24213124
1402,41.10755216,-74.23024479
1403,41.1046823,-74.21835941
1404,41.10181116,-74.20647512
1405,41.09893875,-74.19459191
1406,41.09606506,-74.18270979
1407,41.0931901,-74.17082874
1408,41.09031385,-74.15894878
1409,41.08743634,-74.1470699
1410,41.08455755,-74.13519211
1411,41.08167748,-74.12331539
1412,41.07879613,-74.11143977
1413,41.07591352,-74.09956522
1414,41.07302962,-74.08769177
1415,41.07014446,-74.07581939
1416,41.06725801,-74.0639481
1417,41.0643703,-74.0520779
1418,41.06148131,-74.04020879
1419,41.05859104,-74.02834076
1420,41.05569951,-74.01647381
1421,41.0528067,-74.00460796
1422,41.04991261,-73.99274319
1423,41.04701725,-73.98087951
1424,41.04412062,-73.96901692
1425,41.04122272,-73.95715541
1426,41.03832354,-73.945295
1427,41.0354231,-73.93343567
1428,41.03252138,-73.92157743
1429,41.02961838,-73.90972029
1430,41.02671412,-73.89786423
1431,41.16704516,-74.51957356
1432,41.16420641,-74.50766387
1433,41.16136639,-74.49575525
1434,41.15852508,-74.4838477
1435,41.15568249,-74.47194123
1436,41.15283862,-74.46003583
1437,41.14999347,-74.4481315
1438,41.14714705,-74.43622825
1439,41.14429934,-74.42432607
1440,41.14145035,-74.41242497
1441,41.13860008,-74.40052494
1442,41.13574853,-74.38862599
1443,41.13289571,-74.37672812
1444,41.1300416,-74.36483132
1445,41.12718622,-74.3529356
1446,41.12432956,-74.34104096
1447,41.12147161,-74.32914739
1448,41.1186124,-74.31725491
1449,41.1157519,-74.3053635
1450,41.11289012,-74.29347317
1451,41.11002707,-74.28158392
1452,41.10716274,-74.26969574
1453,41.10429713,-74.25780865
1454,41.10143025,-74.24592264
1455,41.09856209,-74.23403771
1456,41.09569265,-74.22215386
1457,41.09282194,-74.21027109
1458,41.08994995,-74.1983894
1459,41.08707668,-74.18650879
1460,41.08420214,-74.17462926
1461,41.08132632,-74.16275082
1462,41.07844922,-74.15087346
1463,41.07557086,-74.13899718
1464,41.07269121,-74.12712199
1465,41.06981029,-74.11524788
1466,41.0669281,-74.10337485
1467,41.06404463,-74.09150291
1468,41.06115988,-74.07963205
1469,41.05827387,-74.06776227
1470,41.05538657,-74.05589359
1471,41.05249801,-74.04402599
1472,41.04960817,-74.03215947
1473,41.04671706,-74.02029404
1474,41.04382467,-74.0084297
1475,41.04093101,-73.99656644
1476,41.03803608,-73.98470427
1477,41.03513987,-73.97284319
1478,41.0322424,-73.9609832
1479,41.02934365,-73.94912429
1480,41.02644363,-73.93726648
1481,41.02354233,-73.92540975
1482,41.02063977,-73.91355411
1483,41.01773593,-73.90169956
1484,41.15804493,-74.52332878
1485,41.1552066,-74.51142062
1486,41.15236699,-74.49951353
1487,41.1495261,-74.48760751
1488,41.14668393,-74.47570256
1489,41.14384048,-74.46379869
1490,41.14099575,-74.4518959
1491,41.13814974,-74.43999417
1492,41.13530245,-74.42809352
1493,41.13245388,-74.41619395
1494,41.12960403,-74.40429545
1495,41.12675291,-74.39239803
1496,41.1239005,-74.38050168
1497,41.12104681,-74.36860641
1498,41.11819185,-74.35671221
1499,41.11533561,-74.3448191
1500,41.11247809,-74.33292706
1501,41.10961929,-74.32103609
1502,41.10675921,-74.30914621
1503,41.10389786,-74.2972574
1504,41.10103523,-74.28536967
1505,41.09817132,-74.27348302
1506,41.09530613,-74.26159745
1507,41.09243967,-74.24971296
1508,41.08957193,-74.23782955
1509,41.08670291,-74.22594722
1510,41.08383262,-74.21406597
1511,41.08096105,-74.2021858
1512,41.07808821,-74.19030671
1513,41.07521409,-74.1784287
1514,41.07233869,-74.16655178
1515,41.06946202,-74.15467593
1516,41.06658408,-74.14280117
1517,41.06370485,-74.13092749
1518,41.06082436,-74.1190549
1519,41.05794259,-74.10718339
1520,41.05505954,-74.09531296
1521,41.05217522,-74.08344362
1522,41.04928963,-74.07157536
1523,41.04640276,-74.05970819
1524,41.04351462,-74.0478421
1525,41.04062521,-74.0359771
1526,41.03773452,-74.02411318
1527,41.03484256,-74.01225035
1528,41.03194932,-74.0003886
1529,41.02905482,-73.98852795
1530,41.02615904,-73.97666838
1531,41.02326198,-73.96480989
1532,41.02036366,-73.9529525
1533,41.01746406,-73.94109619
1534,41.0145632,-73.92924097
1535,41.01166106,-73.91738684
1536,41.00875765,-73.9055338
1537,41.14904461,-74.52708292
1538,41.1462067,-74.51517629
1539,41.1433675,-74.50327073
1540,41.14052703,-74.49136624
1541,41.13768528,-74.47946283
1542,41.13484225,-74.46756049
1543,41.13199794,-74.45565922
1544,41.12915235,-74.44375902
1545,41.12630548,-74.4318599
1546,41.12345733,-74.41996186
1547,41.1206079,-74.40806488
1548,41.11775719,-74.39616899
1549,41.1149052,-74.38427417
1550,41.11205194,-74.37238042
1551,41.10919739,-74.36048775
1552,41.10634157,-74.34859616
1553,41.10348447,-74.33670564
1554,41.10062609,-74.3248162
1555,41.09776644,-74.31292784
1556,41.0949055,-74.30104055
1557,41.09204329,-74.28915435
1558,41.0891798,-74.27726922
1559,41.08631504,-74.26538517
1560,41.083449,-74.2535022
1561,41.08058168,-74.24162031
1562,41.07771309,-74.2297395
1563,41.07484322,-74.21785977
1564,41.07197207,-74.20598112
1565,41.06909965,-74.19410355
1566,41.06622595,-74.18222706
1567,41.06335098,-74.17035165
1568,41.06047473,-74.15847732
1569,41.05759721,-74.14660408
1570,41.05471841,-74.13473192
1571,41.05183833,-74.12286084
1572,41.04895699,-74.11099085
1573,41.04607437,-74.09912193
1574,41.04319047,-74.08725411
1575,41.0403053,-74.07538736
1576,41.03741886,-74.0635217
1577,41.03453114,-74.05165713
1578,41.03164215,-74.03979364
1579,41.02875189,-74.02793123
1580,41.02586035,-74.01606991
1581,41.02296754,-74.00420968
1582,41.02007346,-73.99235053
1583,41.01717811,-73.98049248
1584,41.01428148,-73.9686355
1585,41.01138358,-73.95677962
1586,41.00848441,-73.94492482
1587,41.00558397,-73.93307111
1588,41.00268226,-73.92121849
1589,40.99977927,-73.90936696
1590,41.1400442,-74.530836
1591,41.1372067,-74.5189309
1592,41.13436793,-74.50702687
1593,41.13152788,-74.49512391
1594,41.12868654,-74.48322202
1595,41.12584393,-74.47132121
1596,41.12300004,-74.45942147
1597,41.12015487,-74.4475228
1598,41.11730841,-74.43562521
1599,41.11446068,-74.42372869
1600,41.11161167,-74.41183324
1601,41.10876138,-74.39993887
1602,41.10590982,-74.38804557
1603,41.10305697,-74.37615335
1604,41.10020285,-74.36426221
1605,41.09734744,-74.35237214
1606,41.09449076,-74.34048315
1607,41.09163281,-74.32859523
1608,41.08877357,-74.31670839
1609,41.08591306,-74.30482263
1610,41.08305127,-74.29293794
1611,41.0801882,-74.28105434
1612,41.07732386,-74.26917181
1613,41.07445824,-74.25729036
1614,41.07159134,-74.24540999
1615,41.06872317,-74.2335307
1616,41.06585372,-74.22165249
1617,41.062983,-74.20977535
1618,41.060111,-74.1978993
1619,41.05723772,-74.18602433
1620,41.05436317,-74.17415044
1621,41.05148735,-74.16227763
1622,41.04861025,-74.15040591
1623,41.04573187,-74.13853526
1624,41.04285222,-74.1266657
1625,41.0399713,-74.11479722
1626,41.0370891,-74.10292982
1627,41.03420563,-74.09106351
1628,41.03132088,-74.07919828
1629,41.02843486,-74.06733413
1630,41.02554757,-74.05547107
1631,41.02265901,-74.04360909
1632,41.01976917,-74.0317482
1633,41.01687806,-74.01988839
1634,41.01398567,-74.00802967
1635,41.01109202,-73.99617204
1636,41.00819709,-73.98431549
1637,41.00530089,-73.97246002
1638,41.00240341,-73.96060565
1639,40.99950467,-73.94875236
1640,40.99660465,-73.93690016
1641,40.99370337,-73.92504905
1642,40.99080081,-73.91319902
1643,41.1310437,-74.534588
1644,41.12820663,-74.52268443
1645,41.12536827,-74.51078193
1646,41.12252863,-74.4988805
1647,41.11968772,-74.48698014
1648,41.11684552,-74.47508086
1649,41.11400205,-74.46318264
1650,41.1111573,-74.4512855
1651,41.10831126,-74.43938944
1652,41.10546395,-74.42749444
1653,41.10261536,-74.41560052
1654,41.09976549,-74.40370768
1655,41.09691434,-74.39181591
1656,41.09406192,-74.37992521
1657,41.09120821,-74.36803559
1658,41.08835323,-74.35614705
1659,41.08549697,-74.34425958
1660,41.08263943,-74.33237318
1661,41.07978062,-74.32048787
1662,41.07692053,-74.30860363
1663,41.07405916,-74.29672046
1664,41.07119651,-74.28483838
1665,41.06833259,-74.27295737
1666,41.06546739,-74.26107744
1667,41.06260092,-74.24919859
1668,41.05973317,-74.23732082
1669,41.05686414,-74.22544412
1670,41.05399384,-74.21356851
1671,41.05112226,-74.20169398
1672,41.04824941,-74.18982052
1673,41.04537528,-74.17794815
1674,41.04249988,-74.16607686
1675,41.0396232,-74.15420665
1676,41.03674525,-74.14233752
1677,41.03386602,-74.13046947
1678,41.03098552,-74.11860251
1679,41.02810375,-74.10673663
1680,41.0252207,-74.09487183
1681,41.02233638,-74.08300811
1682,41.01945078,-74.07114548
1683,41.01656391,-74.05928393
1684,41.01367577,-74.04742346
1685,41.01078636,-74.03556408
1686,41.00789567,-74.02370579
1687,41.00500371,-74.01184858
1688,41.00211048,-73.99999245
1689,40.99921598,-73.98813741
1690,40.9963202,-73.97628346
1691,40.99342316,-73.96443059
1692,40.99052484,-73.95257881
1693,40.98762525,-73.94072812
1694,40.98472439,-73.92887852
1695,40.98182226,-73.91703
1696,41.12204312,-74.53833893
1697,41.11920646,-74.52643689
1698,41.11636852,-74.51453592
1699,41.1135293,-74.50263602
1700,41.11068881,-74.49073719
1701,41.10784703,-74.47883943
1702,41.10500397,-74.46694275
1703,41.10215964,-74.45504713
1704,41.09931402,-74.44315259
1705,41.09646713,-74.43125913
1706,41.09361896,-74.41936673
1707,41.09076951,-74.40747541
1708,41.08791878,-74.39558517
1709,41.08506677,-74.38369599
1710,41.08221349,-74.3718079
1711,41.07935893,-74.35992088
1712,41.07650309,-74.34803493
1713,41.07364597,-74.33615006
1714,41.07078758,-74.32426626
1715,41.06792791,-74.31238355
1716,41.06506696,-74.3005019
1717,41.06220473,-74.28862134
1718,41.05934123,-74.27674185
1719,41.05647645,-74.26486344
1720,41.0536104,-74.25298611
1721,41.05074307,-74.24110986
1722,41.04787447,-74.22923468
1723,41.04500459,-74.21736059
1724,41.04213343,-74.20548757
1725,41.039261,-74.19361564
1726,41.0363873,-74.18174478
1727,41.03351232,-74.16987501
1728,41.03063606,-74.15800631
1729,41.02775853,-74.1461387
1730,41.02487973,-74.13427217
1731,41.02199965,-74.12240672
1732,41.0191183,-74.11054235
1733,41.01623568,-74.09867906
1734,41.01335178,-74.08681686
1735,41.01046661,-74.07495574
1736,41.00758017,-74.0630957
1737,41.00469245,-74.05123675
1738,41.00180346,-74.03937888
1739,40.9989132,-74.02752209
1740,40.99602167,-74.01566639
1741,40.99312886,-74.00381178
1742,40.99023478,-73.99195825
1743,40.98733943,-73.98010581
1744,40.98444281,-73.96825445
1745,40.98154492,-73.95640418
1746,40.97864575,-73.94455499
1747,40.97574532,-73.9327069
1748,40.97284361,-73.92085989
1749,41.11304245,-74.54208879
1750,41.11020621,-74.53018828
1751,41.10736869,-74.51828884
1752,41.10452989,-74.50639046
1753,41.10168981,-74.49449316
1754,41.09884845,-74.48259693
1755,41.09600581,-74.47070178
1756,41.09316189,-74.45880769
1757,41.0903167,-74.44691468
1758,41.08747022,-74.43502274
1759,41.08462247,-74.42313187
1760,41.08177344,-74.41124207
1761,41.07892313,-74.39935335
1762,41.07607154,-74.3874657
1763,41.07321868,-74.37557913
1764,41.07036454,-74.36369363
1765,41.06750912,-74.35180921
1766,41.06465242,-74.33992586
1767,41.06179445,-74.32804359
1768,41.0589352,-74.31616239
1769,41.05607467,-74.30428227
1770,41.05321287,-74.29240322
1771,41.05034979,-74.28052526
1772,41.04748543,-74.26864837
1773,41.0446198,-74.25677256
1774,41.04175289,-74.24489782
1775,41.03888471,-74.23302417
1776,41.03601525,-74.22115159
1777,41.03314452,-74.20928009
1778,41.03027251,-74.19740967
1779,41.02739923,-74.18554033
1780,41.02452467,-74.17367207
1781,41.02164884,-74.16180489
1782,41.01877173,-74.1499388
1783,41.01589335,-74.13807378
1784,41.0130137,-74.12620984
1785,41.01013277,-74.11434699
1786,41.00725057,-74.10248521
1787,41.0043671,-74.09062452
1788,41.00148235,-74.07876492
1789,40.99859633,-74.06690639
1790,40.99570904,-74.05504895
1791,40.99282047,-74.04319259
1792,40.98993064,-74.03133732
1793,40.98703953,-74.01948313
1794,40.98414715,-74.00763002
1795,40.98125349,-73.995778
1796,40.97835857,-73.98392707
1797,40.97546237,-73.97207722
1798,40.97256491,-73.96022846
1799,40.96966617,-73.94838078
1800,40.96676616,-73.93653419
1801,40.96386488,-73.92468869
1802,41.10404169,-74.54583758
1803,41.10120587,-74.5339386
1804,41.09836876,-74.52204068
